neuron,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100
neuron_000_hz,-0.0942991369704134,0.16116592887701092,-0.03061895511222949,-0.06142329887483313,-0.08592982202608966,-0.028707751251671205,-0.01660328758116149,-0.09832725494769942,0.09269409705996609,-0.009720389251294068,-0.044998854743306,-0.06757734090487072,-0.030335393217872247,0.03746631887876654,-0.014544684164688846,-0.035693585754883086,0.014154934801478138,0.01388697366096266,-0.026536390732335706,-0.013799136954218924,-0.012315595460204673,0.010310015470111865,-0.0008803717768986725,-0.03181890612315334,0.016867083692706335,-0.05475804169386204,0.05778491272846049,0.00529389382832106,0.008735510584338508,-0.030321147824019644,0.02210644502099818,-0.018573723117973253,-0.03151266107308553,-0.04104014638912369,-0.01646403099966676,-0.038414396105107856,-0.05014919211749044,-0.036319024076629805,-0.07390122753029692,-0.025006439429830007,0.0418113621553811,0.14918074585406801,-0.22639351036591632,-0.16138306692644727,-0.016259342325726518,0.03179161485460754,-0.02692580318465248,-0.03401970078081376,0.08932272030211097,0.057624185714647946,0.01910140872799865,0.23695718368276805,0.4419239358829645,0.17146051072008714,-0.1865682300265723,0.29869122711386376,0.020714885857982167,0.41338725077921656,0.3243730518237231,-0.01723156249341812,0.04828548005813082,-0.06436397385439917,0.07040973396754414,0.014921973318951362,0.0738310252946373,-0.05854391209481752,-0.047541069657567,0.08923391750042169,0.05590559994959686,0.1291355050337464,0.04097311623833785,-0.025370366728552786,-0.12911359706244002,0.12112642858844667,-0.024456054613641864,0.06187673856268066,0.013702557980862411,-0.08646531519666668,0.035329682091473455,-0.001475885943432965,-0.0003560104915176928,0.018199744427395834,-0.023274401907266675,0.01240488008891364,0.0001900093235938311,-0.004718248464747509,-0.011566461566334429,0.013332886510489986,0.001985721995956477,0.014240183294428544,0.009072823297963856,0.009404915133550398,0.006618044969030732,0.014884640005072702,0.0073697874383329125,-0.0023874481802181103,-0.015083385878380068,0.004993776403082669,-0.008924911125984331,-0.004149137246353764
neuron_001_hz,-0.005308697722811728,-0.006691460594323129,-0.011602036764033784,0.08934791464974062,-0.030339185189710155,0.02257413773730777,-0.07269445058850334,-0.00403970149138046,-0.0090581875162141,0.006289344247687607,0.014002711624896844,-0.012286241409471682,0.004262243897263622,-0.005499883980505511,-0.00460294828280729,0.00046058573010853733,-0.005270572279114167,-0.010685354330966538,0.008933196198931084,0.0036364289695288523,-0.007564541808595148,0.011080376966291267,0.00824146229831531,-0.007046405630391059,-0.0034008648700550345,0.017836128007991125,0.0029383084714185697,0.00431117608230487,-0.006074242088937139,-0.0006566069396373589,0.006125953206393853,-0.0013495270994954064,0.0162062713317288,-0.0002590461318125051,0.003926801491741466,-0.0031198829751145386,-0.0020499250396611955,0.004746401934804969,0.0030945470718597677,-0.007143889073351401,-0.002528277522918728,0.006951494676812872,-0.012789763587076695,-0.009604352115232393,-0.003428767337530034,0.0129618442084387,-0.004965777280910951,-0.008045310545552187,0.001674293358509861,0.0038619475551476806,-0.0034121868411763076,0.01821302663389226,-0.012097483642435541,0.018629505838820164,-0.004480812577812923,0.0008884446249288053,0.0022728934434846516,-0.005310642814736102,0.020194419352351625,0.0032428690245201904,0.007077169026531875,-0.02380604211970663,-0.04263481752494193,-0.02573616195908738,-0.01814453288367093,0.01410620934738159,0.010996534103772306,0.02127249907615117,-0.004645269401249355,-0.018333471646004816,0.0024320583515292926,-0.004802666937101472,0.012946777042586653,-0.006070016312088779,0.002825844992070394,-0.009867649185859285,-0.011492830246807365,0.002672296933238453,0.005682434950510852,0.006972067091654845,-0.01898351373746372,0.013724797201880162,-0.07676051435123682,-0.0019378755153713944,0.07334871969688168,0.0018277159054419817,0.003443868808017533,0.025402209307003945,0.09856768032581209,0.06711558948139706,0.0572935440183915,0.19413881674846953,-0.09286962608623027,0.09874215169217392,0.036849327362726475,0.17475557233743888,-0.014759552997297039,0.082925434706452,0.7276410958777619,0.5671604022306458
neuron_002_hz,0.04690744603118713,0.12901349142970153,-0.013920416297059326,-0.0029376396370609514,0.09991813458374013,0.062152369286849744,-0.019149040476935796,0.03692157413981559,-0.03651291681292813,0.009631047100773824,0.000640043971390919,0.03846306463366789,0.01957704651454989,-0.03128639843971685,-0.045932059205877424,-0.2282653462674931,-0.05927571759747545,-0.020258131929821132,-0.11798332602671768,0.00796439547068955,0.06766407546171188,-0.06964591026687275,0.024594728983572033,0.13447370589337843,-0.0536971118586485,-0.050022591436452185,-0.15458539379989453,0.22643895166028102,0.016491613568750733,0.2536116658720612,-0.16788444636978977,0.03206996080675277,0.3149198777256163,-0.046583270854255586,-0.07795969406834843,-0.3323085365436045,-0.2704938900840033,0.3795705061503915,-0.15437204799278495,-0.11326912410974282,-0.038150033399169794,0.008324460732315455,-0.00829014303231015,0.20338477077462713,0.09726015608661275,0.0671776793908748,0.13561940056073948,0.058524008842435804,0.029829669415485566,0.05573023213553452,0.11108561752850103,0.1889866480506918,0.12688783781776497,-0.07202983093192795,-0.06954462911177998,-0.029448563091989198,0.0040064323325896475,-0.09217238936207166,-0.04887680281574452,0.020445372115493205,0.007341581349844718,0.10310305409523268,0.009366700974119117,-0.05112896766815254,-0.03896616904469634,0.024726247635472633,0.008108530499171922,0.06261811809134708,0.03761299063306148,-0.01744296605934418,0.040600857360754,0.0018907008477224464,0.06651289378188886,-0.019636168871298397,0.007322186254281398,-0.039528033111730164,-0.08941676913306804,-0.05256452243242511,0.02305756529720967,-0.01853957625817438,0.025519299808172972,-0.013339105592968806,-0.029804125658113835,0.0177731777341087,-0.021098315730531045,0.010865706953221116,0.0009081192959183365,0.028854535102122006,0.009364989396499488,-0.015255365857378526,0.0009619110430821023,0.0010415788914794992,-0.001525497922591783,-0.005722887726551301,0.011929045683660926,0.009961133412412507,-0.004673285473809427,-0.02222085321506322,-0.011784443075541369,0.005195182756876676
neuron_003_hz,-0.09611860306889008,0.11288883045602877,-0.026488434156136387,-0.06259522066513845,-0.1973245422438431,-0.21908975485001225,0.01160963634101618,0.3375946983407972,-0.022258725386547273,0.016745812973665876,-0.03849302744004325,0.11137868595784224,0.08063300818209806,-0.026801148893898695,0.05815366977391435,-0.04951462421240882,-0.031192888555179002,-0.030268325173485204,0.0731649401354042,0.01451496522612664,0.03696391907732885,-0.06380753325636121,0.018168272924672216,-0.011770405964690648,-0.010868623901426936,0.04706300044510765,0.05002701267125294,-0.03651661389960216,0.003008120509401158,-0.02118138033202284,-0.017970841435947647,0.04011389194842488,0.02173080937115441,0.08463083984626597,-0.04509994312473091,-0.06044172350078733,-0.014254222222362356,-0.0235732543905972,0.0002444664537518213,-0.01651587565275227,-0.026913808824893186,0.11779213230189595,-0.08976453320603048,-0.07365234638550208,-0.045524560927502435,0.10520523569755239,-0.0067078331085037145,0.0005321957474741231,0.03677154220400143,-0.08209236532940177,-0.015375972962294185,0.082189755914327,-0.10269302521349874,0.02088268493565478,-0.061351411030440686,-0.10966031765015039,-0.22902487385012393,0.037281351751843425,0.137657321390657,-0.03020374649129641,-0.07199919153441403,0.07226706955429572,0.36115914097685325,-0.09517381583232774,-0.05259043597483804,0.35797806067928245,0.10319759003307404,-0.16308617540952738,-0.21587239019571688,-0.27437072646677824,0.09912541272954557,-0.07952241859103065,-0.2116033268884151,-0.07917549696093681,0.09624504919399213,-0.14255699756841148,-0.025391048586356026,0.05630587479895956,-0.06599731148137265,-0.022208667966252545,0.008249247428109832,-0.010717741133097624,0.04411501270553153,-0.01123877360576966,0.021402289608601053,0.006644314982839519,-0.036764246633258356,0.031960086987466683,0.0016534939602426994,0.0031626281192277143,-0.006816518006202196,8.55642350777253e-05,-0.012561307899527637,0.019936748385153816,0.006990144982581959,-0.00867272454711026,0.0007737494626264343,-0.01451899409719462,-0.0018229699948143514,0.008480714707960677
neuron_004_hz,0.11754938137073437,0.018046429928537583,-0.08381323220038267,0.022143829432503703,-0.007875216506533757,-0.03330761044479574,0.09775563809837452,0.00398030831606816,-0.07728856185208693,-0.00017014364316712133,0.13568312720623305,-0.14676463126349473,0.04873427570527625,-0.013557470823599788,-0.08751446154764947,-0.0827205796929395,-0.07347335643527825,0.1538189377475856,-0.05701477408919679,-0.01135675364357066,0.23947393171976597,0.13308136040251525,-0.04350340526761074,-0.12927991975598596,-0.05528020070368146,-0.16926977740098031,0.2830093253624531,-0.10628301147261077,-0.00882441192322269,-0.23753287341243695,0.45313898204839104,-0.18642435837502982,0.13139186942386696,-0.10000061241787435,-0.1994643315171421,0.05194512746047286,0.07904665891928125,0.10379719259413012,-0.11210117678974624,-0.30267049820125014,-0.09803781574977823,0.1264366413965391,0.05463484680020944,-0.0076187904798433875,0.11261112101418293,0.05437318246026067,-0.010971845098895226,0.05878805682568726,0.174878892557779,-0.05647190130177403,0.13029144048848798,-0.032755956641959294,0.04410398000324811,-0.08516364566370832,-0.009975587919819312,0.05880036935580144,0.07868119701562448,-0.16214823508618698,-0.03743057598739341,-0.0355869582287462,-0.07539526054477427,-0.014903668956547062,0.0006156728801656741,-0.04962289617400127,-0.01979731131573935,0.01637959792203352,0.0017837509452959359,0.007625201214206845,-0.05333891590889747,-0.027377226396668203,0.020677124148584185,-0.007486061195595965,-0.0007863484287546352,-0.002003058566381402,-0.0053660228060790315,0.0008374641546105427,-0.019206302931441877,-0.04448508599279759,-0.020959476324525717,-0.02260098999800698,0.012050538116453359,-0.014549965322775596,-0.011489897209770669,0.025073068904634538,0.039424432581975914,0.005292770504849222,-0.026701072799077526,-0.003605460892177021,0.0043012124501960675,-0.00885126727933968,-0.0032271286160624694,0.0053597859534865195,-0.009636020476129395,-0.0020817481658564237,-0.006346707204197277,-0.0014743197428421107,-0.006767602314973621,0.0008183733510993534,-0.005122021166657116,-0.004716174247590198
neuron_005_hz,0.1175840066295728,0.012474339497716834,0.16671036341567258,-0.019519696367253647,-0.042796917144070856,0.020131165536148465,-0.026303458631977562,0.00899668029381806,0.18258674086574767,-0.02974267028917671,0.055397835733670756,-0.017184934441301203,0.09255687505868004,-0.047156092878523195,0.12425095156234464,-0.15185881665418663,-0.1259853259286573,-0.040173339152116364,-0.15863062570681452,0.12839451245003508,-0.007767890148857613,0.013082534454183876,-0.14929409434829963,0.16268153279585593,0.10581371476749803,-0.12471980457144007,0.1225648978733897,-0.10529836524393461,0.38578553151973477,-0.10777376354171246,0.21186779991633609,0.2006939702516123,-0.05361178431513279,-0.15817936940000166,0.3714913304346818,-0.08792394632408329,-0.09701761627781315,0.018303447194739773,0.11331710784882698,0.05058316547763019,0.2586223276779278,-0.14828907599299834,-0.04186073967559095,0.09380619019893105,0.12183160357682248,0.12428264072371935,0.05111218288780859,-0.11480265208082055,0.04467898780940932,0.022012562493601923,-0.1372679612649274,-0.018402197757996158,-0.058552036612567984,0.020668237488820507,-0.1649419885945962,0.07398607107129945,-0.10936593908548563,-0.13290737066292832,0.04632985284199927,0.10030855702343885,-0.0355656243655557,-0.03352636508037628,0.020997640716035274,-0.04354159455683241,0.05210047250061872,-0.005095095777908596,0.01968729219306849,-0.014835983472981502,-0.014254962952331557,0.04640459670971819,0.02232018138280025,-0.005505306338664195,0.016260947652196142,0.0024585069038827595,0.01781315221299922,-0.010192695425845978,0.00035435472589955344,0.015576042088128128,0.016130215296479705,0.0008635532123237044,5.677233273160845e-05,0.02429113919590689,0.03091005894204681,-0.020868873856950014,0.0009861142373465421,-0.0119188541050253,-0.0018161586212926545,-0.00425227413742622,0.0004568524697530505,-0.02690042764530456,-0.009582363710279953,0.002223279836174128,0.01688690069653461,0.009612540121357153,0.025059470689884393,0.017086313380596425,0.01966722482966999,0.01388552212855084,-0.00130591228043107,0.0069777415846975725
neuron_006_hz,0.12845914046977158,0.053151181840776704,-0.06059562112474293,0.027902975916464318,0.04684207922142561,-0.039147978774701664,0.05547399616471674,0.03160297091533171,-0.044208645653280476,0.01894718720029174,-0.03151443608314371,-0.058099446573641286,-0.17599100529418066,0.0029682503731849608,-0.003412244160753194,-0.16135748683383436,-0.11811422812002717,-0.15864381222879986,-0.06333420946631177,0.028082648961180637,-0.024157571805752988,-0.22245062534656151,-0.26725554253944706,-0.10224458094495183,-0.1859769977510749,-0.19392698125245353,-0.043419275102228184,0.18748913294647165,-0.051746995873539745,0.24892181310153888,0.08663096033336715,-0.05666540613219399,-0.019269239252032465,-0.17926559058506344,0.04133601709746691,0.09094845573989527,0.09020561515823322,-0.09644916704240047,-0.08003069410564874,0.4839404495673828,-0.2565664369847647,0.11721256912684658,-0.03392105495557851,-0.01091653462857875,0.0697567253977001,0.03206653020661433,-0.18811365444107397,-0.019560903742284325,0.17550006717312314,-0.036140431670986205,0.01907969242038706,-0.1778451388282718,-0.0485052824941844,-0.024586574728075957,-0.1303052857368252,0.060063729686927095,0.024267785551907468,-0.045909310836733386,0.06344869000019236,-0.012123990202018587,-0.03102380150394798,-0.0746204803029433,-0.03550446857520811,-0.016086887606562482,-0.024202709376420717,0.0305812466877462,0.05918002424796452,-0.0021113598322193006,-0.01700557059813551,-0.05292119201642667,0.009460561267713934,-0.02673582809048866,0.0009526088266328669,-0.005750294399482797,-0.0074257221091064765,0.013765213958102582,0.03516048184203961,0.01184586034221205,0.06295027607482757,-0.00913440691843722,-0.030561481234855817,-0.02926690580414576,-0.011129332657608605,-0.0023094670952488947,0.017432667614218637,0.008063193476768907,0.011304797232185748,0.013336757902962793,-0.0005632279330832967,-0.006548539403343032,0.008976735861326409,0.019136288759441948,-0.015533506184452078,0.008217707079168218,-0.0010135378511532955,-0.022293781657040365,0.006438734607023842,-0.0032800426415701377,-0.006356930909688446,0.007406443944137267
neuron_007_hz,-0.058058969054348306,0.14057322688894971,-0.022299935995231723,-0.03283282293922374,0.006217014308213975,0.057221307998352844,-0.0027598207819804835,-0.06549925539432438,0.00927480161676092,0.02392575535892193,0.016625128428340408,0.008428356976997786,0.0006585125393464321,-0.032375361029372295,0.014769468791290697,0.0014881428674980747,0.01762900177761898,4.2746278176238744e-05,0.07870997731261462,0.026480515190922795,0.003951745690056586,-0.03603748121830383,-0.016071365612281438,0.02895816094135805,-0.04717809939183963,-0.0010760782816324685,-0.055710935398616226,-0.07260869360876919,-0.014887110896302949,-0.024111106323678928,0.01790302456873904,0.003617340439466741,-0.04836146588489853,0.020185617950244296,0.03608024228673425,-0.05624331630295376,0.10471852140942678,0.03069406275663909,0.05542151011850895,-0.06663556373641569,0.009910732697675027,0.004573975522385643,-0.048928137355611995,0.01931161380203865,0.09320571546816112,-0.09041660708140566,0.04050904399873967,0.051181475051591686,0.06553519353252486,0.026203283485323817,0.23004958817244975,0.08723203611874521,-0.3956210472235686,-0.2603384828812333,-0.019720878680246412,0.3471951907687043,0.04837570380204456,0.17886047787873716,0.04745301264493152,0.27633407394915,0.06481239683072348,0.12709048825966443,0.1385494613917536,0.07341897133776897,-0.2719515208366884,0.06873856246739982,0.0663871081170507,-0.21777124478692939,0.30944445684632427,-0.020951218331312776,0.018340068144001437,-0.04375393294484809,0.10014351114921632,-0.038881329602497544,-0.021428268746242096,0.221186732773549,0.1326959054159234,0.04485241289624653,0.08172118740761958,-0.023801477658719514,-0.04250103489964568,-0.04157669433799789,-0.02648752661823349,-0.005226706186494855,-0.012422956261616791,0.013477644053116532,-0.005620307126920125,0.017512310544869736,-0.021257777545275646,-0.032891745179364454,0.006688031299790672,-0.0046125780676411834,0.009303001155894917,0.009072922930492396,0.024782588036774026,0.004984085197009928,-0.000262209903071145,0.007716434932792737,0.023661272332194283,-0.008639391802743302
neuron_008_hz,-0.011106963687547626,-0.018713969196387865,-0.026741244997658398,0.19318442810395298,-0.058068864541426346,0.045014741676454695,-0.12971642477755596,-0.02060740405834896,0.008425916019004193,0.010727367953821364,0.010944954142438915,-0.009430311037888162,-0.010539141598854142,-0.014967584746763983,0.00928749815556413,-0.004387814665375803,0.006680574793836774,-0.019068859192172934,0.00996748789504953,-0.008472423025522095,-0.011064694094253036,-0.0034367681527704957,0.015180890497229337,0.007918749421974618,-0.006960887716196252,0.016140382587261894,0.012488756088401911,-0.01779260778719277,-0.006147982829937856,0.013345119906423987,0.01250249928815396,0.0019422963977546847,0.021050309332814796,0.0062907261813026985,0.006295403793969311,-0.0022033648827381683,-0.015765544976519566,0.002272546596313747,-0.017011117584329685,-0.016417148971195797,-0.011158729525751494,-0.006784050221206886,-0.014040600027591194,0.01449805103042634,0.01430624353863517,0.03755648238582379,0.0021231603957134002,-0.03727579368988959,0.026007397466442015,-0.0028068259161618536,-0.0030997646647150734,0.02795936807960387,-0.018148613310324815,0.012697142552601001,0.036797824278892464,0.007933761543829186,-0.008070258213465908,0.018104943176866617,0.002304476414507612,0.013816796009635037,0.009015934112941106,-0.017309450948326553,-0.04946452104784209,-0.05225422680414099,-0.04270022784493963,0.0355911830122431,0.00949873232177607,0.019976776005081298,-0.006106772624288097,0.034042601422980864,0.02521016500312262,0.0014426139879093088,-0.00032762772234044835,-0.028135853121264043,0.010664184525974223,0.03920856045803155,0.051554131005547545,0.037949573436820414,0.1706277954884198,-0.1050266445420379,0.20406909115450664,0.10265579557060207,0.27818940299211725,0.008997431060592337,0.25933477020464996,0.08847486868434004,0.042547372352666424,0.020963462048779892,-0.414339107350689,0.47212343196794165,-0.2531684462292944,0.16794643116648902,-0.32353702448254257,-0.1027726350183856,0.016930338553382888,-0.052102545287824376,0.055966057916419946,-0.17945707377489684,-0.12008555453681279,0.08617783267539887
neuron_009_hz,-0.09303319576797388,-0.18797430724409783,-0.02937917662079137,-0.06103640500692397,0.2817736241822123,-0.1764945797096943,-0.0673338665471942,-0.1410171181814397,0.15114594672840312,0.03793233432699752,0.0009573810740405864,0.015439451364595513,0.06104152118295644,-0.0014393518767530644,0.01996648632787476,-0.03331727077135688,-0.0398483134212899,-0.06736408606031992,-0.0018962684787228318,-0.010945090611099308,0.0035356143133196682,0.017788209727343365,-0.03036613724818872,-0.07879993080540607,-0.0397914430159317,0.03686884415974326,0.014186037870529702,-0.008633276288933945,-0.025851615888346214,0.018909944520172153,-0.006072021281937845,0.029145773566450074,0.020429841507647727,-0.00822049360203711,-0.04283289841641838,0.010115341320364103,-0.025013037183755082,-0.022071370687921605,0.07790958634613873,-0.038812100738176106,-0.10777059118753267,0.12440234232949038,0.02584314069211282,-0.017422581307657475,-0.24622103932776299,-0.06194861794187123,0.414761167261881,-0.34228551656919665,0.24710958370354114,0.05965435894446624,0.12269804986278528,-0.05606696306767625,-0.14118596465851213,0.19175387848406272,-0.1351184788730134,0.21294764213177259,-0.2100917717308645,-0.009547248782446768,-0.23085545816321662,-0.17302733675807463,0.10023656690697326,0.03809915179452452,0.03668719422025373,-0.11056051059822383,0.03555093874070554,0.003760695836900675,0.0052826720783803564,0.07830348369384654,-0.004625450153557864,-0.03843336245086067,-0.04733334264851442,-0.0514749291264289,0.013840752300359943,0.014650408369204948,0.037892817591207495,-0.007137617814241409,-0.004300802629384686,-0.008003304026133917,0.01864959497005271,-0.012333400813844032,0.00823343755618745,-0.010854594847331929,-0.029574131543438645,-0.013601497584189402,-0.004301050725075403,0.028852495739520423,-0.008074452489400648,0.017302674393908493,0.00360231205263571,0.01074313213876072,-0.0073751672568619295,0.00409856460978477,0.012983730881165709,-0.0076811871074438515,-0.004614204827079013,-0.001348891731265055,-3.2837364769833233e-06,-0.011022876102523185,8.493944528577269e-05,0.006466802932773075
